Process,Embedding,KMeans,Agglo_or_MBK,DBSCAN,GMM
blitz,"[-0.7069677114486694, 0.35591456294059753, -0.23826108872890472, 0.08041182160377502, -0.03183518350124359, 0.23571740090847015, -0.07673625648021698, 0.056937407702207565, -0.18364563584327698, 0.24323073029518127, 0.02501324564218521, -0.5461029410362244, 0.3196569085121155, 0.12355810403823853, -0.3166079521179199, 0.2927900552749634, 0.23437374830245972, 0.02093891240656376, 0.2966808080673218, -0.6722237467765808, 0.08400066196918488, 0.3811919689178467, -0.5447596907615662, 0.40455862879753113, 0.26985371112823486, -0.0009884638711810112, 0.47433656454086304, 0.0032464542891830206, 0.6634846925735474, -0.21241390705108643, -0.0022882556077092886, -0.2751055955886841, 0.011665387079119682, 0.37798017263412476, 0.6052684783935547, 0.28023430705070496, 0.4621160626411438, 0.29374250769615173, 0.42043668031692505, 0.20742884278297424, -0.00778165552765131, -0.3807127773761749, 0.22108455002307892, 0.45248305797576904, -0.6484225392341614, -0.05243481695652008, -0.043535150587558746, 0.08652614057064056, 0.20874261856079102, 0.3498168885707855, 0.23484675586223602, -0.3952176570892334, -0.46518126130104065, -0.15773029625415802, -0.2924315929412842, 0.7414056062698364, 0.5057713985443115, -0.6030332446098328, -0.2518959045410156, 0.053552690893411636, 0.5078349113464355, -0.07089310139417648, -0.012473050504922867, 0.2301098108291626, -0.4563494622707367, -0.4828689694404602, 0.2584978938102722, 0.19601160287857056, 0.0014659113949164748, 0.5160763263702393, 0.12936760485172272, -0.1280428171157837, 0.10529398918151855, -0.49722981452941895, 0.18488237261772156, -0.09077122807502747, 0.4547276794910431, 0.40892723202705383, -0.3271692991256714, 0.14017915725708008, -0.02887975610792637, 0.04030081257224083, -0.6225203275680542, -0.35065150260925293, 0.421670526266098, -0.1528676450252533, 0.06409907341003418, 0.24733459949493408, 0.16071239113807678, -0.48857468366622925, 0.15998969972133636, 0.5104218125343323, 0.1693897396326065, 0.3878123462200165, 0.04948790371417999, 0.5821768045425415, 0.7519715428352356, 0.054173193871974945, -0.39265453815460205, 0.426918625831604]",7,2,-1,7
blot,"[0.2760564684867859, 0.20935487747192383, -0.4840819835662842, 0.6321916580200195, 0.2713392972946167, -0.4973810017108917, 0.49413731694221497, 0.558655858039856, -0.26857927441596985, -0.3370795249938965, 0.3404107689857483, 0.5195274353027344, 0.0297061949968338, 0.07737135142087936, 0.14167623221874237, -0.004800240509212017, 0.2385171502828598, -0.20007823407649994, -0.17553134262561798, -0.6162603497505188, -0.4514455199241638, 0.7688223123550415, 0.023037798702716827, -0.9692351818084717, -0.6002867221832275, -0.21436235308647156, 0.14045822620391846, 0.1143336147069931, -0.8007098436355591, -0.5586568713188171, 0.09441237896680832, -0.3609749674797058, 0.2413903921842575, -0.0543341189622879, -0.0675913617014885, 0.08734388649463654, -0.05395965650677681, 0.7221958041191101, 0.019582027569413185, 0.2011774182319641, -0.19376924633979797, -0.0830078125, -0.3156610131263733, 0.165927454829216, 0.39941707253456116, 0.4185597896575928, 0.0657358467578888, -0.1747940480709076, -0.04693688452243805, -0.11026313155889511, 0.058385614305734634, -0.14513130486011505, 0.3094000220298767, 0.25021815299987793, -0.21054820716381073, 0.2297181636095047, 0.4186757802963257, 0.19309258460998535, -0.444914847612381, 0.12870533764362335, 0.30956971645355225, -0.3467734456062317, 0.12601691484451294, -0.31943562626838684, -0.2082502394914627, 0.7698254585266113, 0.3104528784751892, 0.14856436848640442, -0.3728620707988739, 0.29811882972717285, -0.2518433630466461, 0.023290636017918587, 0.3134423792362213, 0.1460256725549698, 0.12011468410491943, 0.2993972897529602, -0.06389275938272476, 0.04825451597571373, -0.4663270115852356, -0.6689679026603699, -0.20031856000423431, 0.49053680896759033, -0.43477651476860046, 0.5094962120056152, 0.15800248086452484, 0.00016766994667705148, -0.495565801858902, 0.6233463287353516, -0.007907885126769543, 0.6292442679405212, -0.08214326947927475, 0.2627106308937073, 0.008116091601550579, 0.48523369431495667, -0.1166919618844986, -0.5447162389755249, 0.4410056471824646, 0.238839253783226, -0.7270193696022034, -0.04284455254673958]",5,1,-1,5
boil,"[-0.016932137310504913, 0.2503049075603485, -0.3220365643501282, 0.004385161213576794, 0.6917487382888794, -0.0634450688958168, 0.4712871015071869, 0.54564368724823, 0.19682319462299347, -0.2805107533931732, -0.01622292771935463, -0.1113642230629921, 0.16328926384449005, 0.2495124191045761, 0.15017984807491302, 0.341031938791275, -0.490040123462677, -0.5219012498855591, -0.36810794472694397, -0.42880356311798096, -0.11953722685575485, 0.062176965177059174, -0.3621480166912079, 0.11899805814027786, 0.4925030767917633, -0.0862705409526825, -0.3336365520954132, -0.010749529115855694, -0.0856560468673706, 0.1011589989066124, -0.07996051013469696, -0.20353108644485474, 0.4497454762458801, 0.6080309748649597, 0.4117506742477417, 0.02151533029973507, 0.3804110288619995, 0.012715877033770084, -0.10863333195447922, -0.5311115384101868, 0.2988990545272827, -0.11533428728580475, 0.35867851972579956, 0.0942356139421463, -0.26753243803977966, 0.46862056851387024, 0.12203498184680939, -0.06828969717025757, -0.21879437565803528, 0.281752347946167, 0.8300523161888123, 0.41643357276916504, 0.24153943359851837, 0.04421193152666092, 0.1321694552898407, 0.30879485607147217, 0.14493605494499207, 0.14210979640483856, 0.21817320585250854, -0.006722783669829369, -0.02232472598552704, 0.40080296993255615, 0.33266985416412354, -0.20648878812789917, -0.6409246921539307, 0.05550491437315941, 0.19987045228481293, -0.40395763516426086, -0.14689695835113525, -0.06088726222515106, 0.0711497887969017, -0.13014040887355804, 0.2034415751695633, 0.0020366469398140907, -0.48530495166778564, -0.561886727809906, 0.18224363029003143, -0.5733229517936707, -0.28138798475265503, -0.00806652382016182, -0.04198405519127846, 0.21546918153762817, -0.34307533502578735, -0.07285129278898239, -0.2792924642562866, 0.3170832097530365, -0.23265135288238525, -0.03626007214188576, 0.25356847047805786, -0.4367760717868805, -0.42773914337158203, 0.1613806039094925, 0.07974313199520111, 0.05303789675235748, 0.031538646668195724, -0.30870187282562256, 0.06652320176362991, -0.28405460715293884, -0.5912775993347168, 0.1429491490125656]",0,0,-1,0
braise,"[-0.4190789759159088, 0.28067952394485474, -0.0013096354668959975, 0.1004473939538002, -0.13067355751991272, -0.060876455157995224, 0.1999029517173767, -0.20461362600326538, 0.11051005870103836, -0.5381274819374084, 0.16923777759075165, -0.0609036460518837, 0.8899719715118408, 0.765363872051239, -0.46387094259262085, 0.24068069458007812, 0.01656569540500641, -0.5838613510131836, -0.4503890872001648, -0.18918690085411072, -0.12808063626289368, 0.03434057533740997, -0.3978084623813629, -0.06939057260751724, 0.26657339930534363, 0.17406877875328064, -0.3033973276615143, -0.29519250988960266, -0.07259809225797653, 0.8802798390388489, -0.06779542565345764, -0.3549719750881195, -0.09431453794240952, 0.7014108896255493, -0.2545790374279022, -0.050855621695518494, -0.029231952503323555, -0.1765119582414627, 0.21371234953403473, -0.4743404686450958, -0.03486073762178421, -0.24396559596061707, -0.23324216902256012, 0.40065810084342957, 0.1434539407491684, 0.35275405645370483, 0.38134345412254333, -0.35448703169822693, 0.5392918586730957, 0.31761687994003296, 0.6634973883628845, 0.42594844102859497, 0.17208783328533173, 0.026342589408159256, -0.06593251973390579, 0.1754937469959259, 0.5411012172698975, 0.09003200381994247, -0.24148471653461456, -0.045332591980695724, -0.48202359676361084, -0.037299931049346924, 0.25862568616867065, 0.3024170994758606, -0.43099918961524963, -0.29665714502334595, -0.31815749406814575, 0.0213763490319252, -0.23266839981079102, 0.3043029308319092, -0.006223249714821577, 0.020556146278977394, 0.7718393802642822, -0.2754182815551758, 0.1653907299041748, -0.2887641489505768, 0.13680921494960785, -0.25449272990226746, -0.0956253632903099, 0.02211686223745346, 0.38403648138046265, 0.19266046583652496, -0.23747384548187256, 0.11631187796592712, 0.1324668526649475, -0.36992204189300537, -0.18103140592575073, 0.10500635951757431, 0.12390926480293274, -0.19882063567638397, 0.02744099125266075, 0.308685839176178, 0.1861250102519989, -0.03834826499223709, 0.2335083931684494, -0.27480843663215637, 0.30584561824798584, 0.4441688358783722, -0.1555345505475998, -0.04701283946633339]",0,0,-1,0
break,"[-0.21684961020946503, 0.27532410621643066, -0.5539780259132385, 0.4183260202407837, -0.07870437204837799, -0.5359479784965515, 0.06795132905244827, 0.43057891726493835, 0.15460357069969177, 0.19592562317848206, -0.3389528691768646, -0.02251819334924221, -0.08655157685279846, 0.26681405305862427, 0.2736738920211792, 0.0957326665520668, -0.085667684674263, -0.3418397903442383, 0.48444727063179016, -0.3935326039791107, 0.04992925375699997, 0.24085888266563416, 0.44953781366348267, 0.32771849632263184, 0.426955908536911, 0.5043391585350037, 0.21706348657608032, 0.323960542678833, 0.3984561562538147, 0.0699932798743248, 0.5906975865364075, -0.6383775472640991, 0.23143664002418518, 0.5011164546012878, 0.2421906441450119, -0.3341948390007019, 0.15952296555042267, 0.37550029158592224, -0.43927595019340515, -0.1503605991601944, 0.14747931063175201, -0.358403742313385, 0.055652961134910583, 0.4009768068790436, -0.04575122892856598, 0.44975847005844116, -0.30335545539855957, -0.2711867392063141, -0.15295608341693878, 0.009011265821754932, 0.31445857882499695, -0.31851258873939514, -0.06017722561955452, -0.04253643751144409, -0.10502750426530838, -0.19784857332706451, 0.08994214236736298, -0.008942030370235443, -0.24422334134578705, 0.1540021449327469, -0.16528651118278503, -0.1462462842464447, 0.3643433749675751, 0.36212533712387085, 0.015098408795893192, 0.6230216026306152, -0.0947490781545639, -0.24891503155231476, -0.4824252724647522, 0.06015265733003616, -0.04877060279250145, -0.11483775079250336, -0.05591237545013428, 0.19936898350715637, 0.12845531105995178, 0.02105964720249176, -0.14570897817611694, 0.18662229180335999, 0.5205739736557007, 0.47494372725486755, 0.34826958179473877, 0.5626696944236755, -0.498600572347641, -0.19352315366268158, 0.23941485583782196, 0.23632407188415527, -0.4336092174053192, 0.09515267610549927, 0.48756372928619385, -0.010968679562211037, -0.2966195046901703, 0.16412536799907684, -0.06658287346363068, 0.07682156562805176, 0.2235013097524643, 0.19607503712177277, 0.6621018052101135, 0.038078635931015015, 0.45436516404151917, 0.07649597525596619]",5,1,-1,5
broil,"[0.17712844908237457, -0.10122150182723999, -0.6494343876838684, 0.1688891351222992, -0.002788029843941331, -0.17867420613765717, -0.17456640303134918, 0.038421642035245895, -0.14422446489334106, -0.2653787434101105, 0.5233455300331116, -0.051423221826553345, 1.1519628763198853, 0.04402496665716171, -0.5027979612350464, -0.4372415542602539, -0.11853086203336716, -0.29090651869773865, 0.6199974417686462, -0.5378806591033936, 0.05008826404809952, -0.3705846667289734, -0.024002816528081894, -0.22568197548389435, 0.8538681268692017, 0.170086070895195, -0.880344808101654, 0.19220711290836334, -0.08898545801639557, -0.11076479405164719, -0.010232619009912014, 0.3056497573852539, -0.026410697028040886, -0.5038278698921204, -0.2319030910730362, -0.05523907393217087, -0.7864184975624084, 0.1943141669034958, 0.158920019865036, -0.6516547203063965, 0.028361791744828224, -0.7514421343803406, -0.14512884616851807, -0.30614370107650757, -0.304334819316864, -0.16632671654224396, 0.11257404834032059, 0.25696253776550293, 0.4446984529495239, -0.23768822848796844, -0.18817825615406036, -0.21990427374839783, -0.2285376340150833, 0.014072512276470661, 0.0031004068441689014, -0.3668135702610016, 0.2613922953605652, 0.5538546442985535, -0.1368265300989151, -0.38142430782318115, -0.07339020073413849, 0.19308650493621826, 0.2846446633338928, 0.2990751564502716, -0.6638232469558716, -0.35150495171546936, -0.04547376558184624, -0.3111442029476166, -0.2592957019805908, 0.4211416244506836, -0.12417260557413101, -0.07979776710271835, 0.15051010251045227, 0.33693835139274597, -0.018396493047475815, -0.005409950390458107, -0.2013956606388092, -0.16148248314857483, -0.4577139914035797, -0.07677052915096283, 0.42815732955932617, -0.024396434426307678, -0.8183988928794861, 0.8401333093643188, 0.1414080709218979, -0.26625603437423706, -0.46672511100769043, -0.04626438766717911, 0.12119186669588089, 0.05651728808879852, 0.2935481667518616, 0.7014798521995544, 0.18799297511577606, 0.4206707179546356, 0.24786362051963806, -0.2590136229991913, -0.1346166431903839, 0.9022754430770874, 0.19155734777450562, 0.7050751447677612]",4,3,-1,4
brush,"[0.12275435775518417, -0.3587900400161743, 0.0004578548250719905, 0.6092560887336731, -0.1842195689678192, -0.5658355951309204, -0.02849620394408703, 0.4900175929069519, -0.019780827686190605, -0.40498799085617065, -0.04128105565905571, 0.06758380681276321, -0.06855066865682602, -0.356578528881073, -0.30970147252082825, -0.02695055492222309, 0.5034270882606506, 0.42526549100875854, -0.18459534645080566, -0.7233290672302246, 0.044430699199438095, 0.49979010224342346, 0.4640766382217407, -0.049406688660383224, 0.16566438972949982, 0.04897419735789299, -0.8121206760406494, 0.4231502115726471, -0.07530929893255234, 0.1383865624666214, 0.10382815450429916, -0.06991080939769745, -0.19126269221305847, 0.4214268624782562, 0.12622077763080597, -0.010654492303729057, -0.6765281558036804, 0.15553295612335205, 0.2934606075286865, -0.3923247754573822, -0.3308001160621643, -0.710297167301178, 0.38539841771125793, -0.40633559226989746, 0.2989746034145355, 0.05577820539474487, 0.2150457352399826, 0.014062432572245598, -0.1030992940068245, 0.12947556376457214, -0.2063281238079071, -0.29790014028549194, -0.21971656382083893, -0.3345005512237549, -0.03610152378678322, 0.2086152285337448, -0.05302231386303902, 0.675612211227417, 0.08665501326322556, -0.37827372550964355, 0.2503776252269745, -0.20204955339431763, -0.07438648492097855, 0.12438876926898956, -0.4678807854652405, -0.19687291979789734, 0.4469630718231201, -0.25325846672058105, -0.3329016864299774, 0.32263556122779846, -0.43046337366104126, 0.230616495013237, 0.3885517716407776, 0.6029075980186462, -0.32069310545921326, -0.09521438926458359, -0.33617258071899414, -0.04191955551505089, 0.13644665479660034, -0.29872122406959534, 0.05932057648897171, 0.34584012627601624, -0.22532279789447784, 0.6460736989974976, 0.044230032712221146, 0.10255855321884155, -0.057567670941352844, 0.27602240443229675, 0.003665587166324258, -0.16903799772262573, 0.37075716257095337, 0.3503408432006836, 0.4093390107154846, 1.0239083766937256, 0.011730371043086052, 0.013828355818986893, 0.01602340117096901, 0.46902427077293396, -0.24428987503051758, -0.05194387957453728]",4,3,-1,4
bubble,"[-0.029192468151450157, 0.18925824761390686, -0.03494420647621155, 0.06901045143604279, 0.06343433260917664, -0.6000632047653198, 0.5837141871452332, 0.14142996072769165, 0.01202873233705759, 0.002791455015540123, -0.4188234210014343, 0.06885065883398056, -0.2729375660419464, -0.14572849869728088, -0.4231439530849457, 0.08100895583629608, -0.4542752206325531, -0.05283316597342491, -0.3576754927635193, -0.642005443572998, -0.06809324771165848, 0.19086332619190216, -0.027582192793488503, -0.6344286203384399, 0.5832902193069458, -0.4108867347240448, -0.7579972743988037, -0.19797775149345398, 0.27224400639533997, 0.15632902085781097, -0.010965768247842789, -0.05598447471857071, 0.16011866927146912, -0.2272757589817047, -0.08926279097795486, 0.6662616729736328, 0.3880549967288971, 0.3415478467941284, 0.05209800973534584, -0.6305830478668213, -0.01907740719616413, -0.09612222760915756, 0.15744447708129883, 0.3794780969619751, -0.8489509224891663, 0.19142621755599976, -0.06086169555783272, -0.3172079920768738, -0.28002214431762695, -0.2563767433166504, 0.9110537171363831, 0.08394590020179749, -0.39603152871131897, 0.49740317463874817, 0.20946060121059418, 0.304231733083725, -0.271541953086853, 0.4632200002670288, 0.17558833956718445, -0.25504255294799805, -0.19843782484531403, 0.12805108726024628, -0.13034845888614655, 0.0742821991443634, -0.44355279207229614, 0.08979617804288864, -0.0015392868081107736, -0.1503896862268448, -0.6181608438491821, 0.5353140830993652, -0.3760978579521179, -0.337424099445343, 0.03720209002494812, 0.39517611265182495, 0.21213196218013763, -0.3613068163394928, 0.18472819030284882, -0.15064269304275513, -0.09689907729625702, 0.2102106660604477, 0.40286409854888916, 0.25437432527542114, -0.7961214184761047, -0.342204749584198, -0.16037236154079437, 0.1309385746717453, -0.44675543904304504, -0.19267530739307404, 0.35502398014068604, -0.38103875517845154, 0.1143529936671257, -0.49488580226898193, -0.129082590341568, -0.17010411620140076, 0.30652374029159546, -0.20221318304538727, -0.03008958511054516, 0.3065434992313385, -0.06929181516170502, -0.0024597635492682457]",0,0,-1,0
bubbling,"[0.30979692935943604, 0.4289087653160095, 0.06090852990746498, -0.14653243124485016, 0.4516746699810028, 0.001076378277502954, 0.004473811946809292, 0.34231284260749817, 0.6058877110481262, -0.12128806859254837, -0.08615325391292572, 0.2583409547805786, 0.08617598563432693, -0.1443052887916565, -0.13183656334877014, -0.02229502983391285, -0.4850081503391266, -0.6180804371833801, -0.12605097889900208, -0.6783092021942139, -0.1496540606021881, 0.06677480787038803, 0.10670194774866104, -0.15174859762191772, 0.6888603568077087, -0.2213372439146042, -0.7459881901741028, -0.17422355711460114, 0.4508357644081116, 0.6183147430419922, -0.5836367607116699, 0.12199018895626068, 0.04588725417852402, -0.19973056018352509, -0.25576138496398926, 0.22523106634616852, 0.049566131085157394, 0.0026952927000820637, -0.048091478645801544, -0.36075010895729065, -0.06910250335931778, -0.5720977783203125, 0.006488226354122162, -0.17749758064746857, -0.5643272995948792, 0.18120209872722626, 0.21989886462688446, -0.002882926259189844, 0.6404149532318115, -0.25363433361053467, 0.3336859345436096, 0.05260854586958885, -0.6246037483215332, -0.024716481566429138, -0.2076595425605774, 0.18072572350502014, 0.38908421993255615, -0.01801890693604946, 0.10337091982364655, -0.6355443596839905, -0.13864123821258545, -0.3323870897293091, -0.02199631743133068, 0.3473259508609772, -0.3208656311035156, -0.40365922451019287, 0.14066536724567413, -0.3212461769580841, -0.430925577878952, 0.20351943373680115, -0.0696226954460144, 0.02673151344060898, 0.45224928855895996, 0.15888984501361847, 0.7159320712089539, -0.5923745632171631, 0.2154092937707901, -0.2720814049243927, 0.08998426049947739, -0.007190134841948748, 0.7125648260116577, -0.2381683588027954, -0.638137936592102, 0.4471455216407776, -0.2239616960287094, -0.36674386262893677, -0.3044144809246063, -0.34917885065078735, 0.39175179600715637, -0.34634992480278015, 0.6970279216766357, -0.080304354429245, 0.09013938903808594, -0.01890844851732254, 0.022838031873106956, 0.4021814465522766, -0.020112231373786926, -0.05764017626643181, -0.15702857077121735, 0.12170983105897903]",0,0,-1,0
burn,"[0.10362063348293304, 0.006075925659388304, -0.5105940699577332, 0.2855164110660553, -0.2661089301109314, -0.27023208141326904, -0.17108674347400665, 0.6008952260017395, -0.002805248135700822, -0.055188000202178955, 0.33240339159965515, 0.012846753932535648, 0.23583950102329254, 0.29639846086502075, -0.2428436577320099, -0.07759805768728256, -0.8088697195053101, -0.30824512243270874, 0.22030764818191528, -0.7260205149650574, 0.02257305011153221, -0.053228240460157394, -0.5049528479576111, 0.07264737784862518, 0.341126412153244, 0.07259229570627213, -0.2647435963153839, -0.07790093123912811, -0.2565443515777588, 0.3009057939052582, 0.035470735281705856, -0.3322335481643677, 0.0016128121642395854, -0.08584412187337875, 0.0601041205227375, 0.05886992812156677, -0.10393790155649185, 0.04934888333082199, -0.24359679222106934, -0.4555204212665558, 0.48254844546318054, -0.37332606315612793, 0.2971707284450531, -0.07399094849824905, -0.404141366481781, 0.23421438038349152, -0.19762887060642242, -0.3460406959056854, -0.6014663577079773, -0.11306784301996231, 0.4129113554954529, -0.44698968529701233, 0.3522856533527374, 0.24491260945796967, 0.393789678812027, 0.37744712829589844, 0.07078264653682709, -0.2918422818183899, -0.23511569201946259, -0.2660972476005554, -0.3370446264743805, -0.0809084102511406, 0.3289547860622406, -0.5793196558952332, -0.1765352487564087, -0.15192852914333344, 0.01948992721736431, 0.22028635442256927, -0.1222074031829834, -0.03180844336748123, -0.7605705261230469, -0.27281370759010315, -0.2004067748785019, 0.08083251118659973, 0.6415826082229614, -0.6835839152336121, 0.4203026294708252, 0.4513374865055084, -0.1262652575969696, 0.03483709320425987, 0.29516661167144775, 0.4992710053920746, -0.9249019026756287, -0.17172636091709137, -0.29688289761543274, -0.3186299502849579, 0.05512358248233795, -0.17142769694328308, 0.22026406228542328, -0.15538744628429413, -0.12465093284845352, 0.14417946338653564, 0.02826777659356594, -0.13668733835220337, 0.18650293350219727, 0.6207386255264282, 0.36085638403892517, -0.297934353351593, 0.7091469764709473, -0.24974016845226288]",1,0,-1,1
butter,"[-0.16985730826854706, -0.15913932025432587, -0.2764895558357239, 0.1466243863105774, 0.08289231359958649, -0.18813233077526093, -0.01998930051922798, 0.2044590264558792, -0.3995230495929718, -0.01345143374055624, 0.23958995938301086, 0.1617998331785202, -0.08760649710893631, -0.1411460041999817, 0.217042475938797, -0.6883319020271301, -0.3053230345249176, -0.2698570191860199, -0.5710180997848511, -0.3531883955001831, 0.1569315791130066, 0.4776795208454132, 0.05363161489367485, 0.19662880897521973, 0.11756089329719543, 0.11500365287065506, -0.016218794509768486, -0.04713045060634613, -0.08007542043924332, 0.1994084119796753, 0.23414655029773712, -0.14734981954097748, 0.3638190031051636, 0.5395071506500244, -0.08506876975297928, 0.17472955584526062, -0.01659323275089264, -0.003994874190539122, 0.19214120507240295, -0.03453534096479416, 0.09525837749242783, -0.18174678087234497, 0.10034392774105072, -0.42598623037338257, -0.23459741473197937, -0.13464389741420746, -0.12199405580759048, -0.2512151002883911, -0.3840416371822357, 0.03944651037454605, -0.20218005776405334, -0.10240646451711655, -0.10333748161792755, 0.13450279831886292, -0.2665502727031708, 0.25417056679725647, 0.250660240650177, 0.31165626645088196, -0.1342884600162506, -0.5277019143104553, -0.1275821477174759, -0.22943060100078583, -0.23999758064746857, 0.307262659072876, 0.10260501503944397, 0.20887069404125214, 0.3144122064113617, -0.13091214001178741, -0.006270268000662327, 0.2828000485897064, 0.006164730526506901, 0.12302947044372559, 0.6851150989532471, 0.006126798689365387, -0.05584784969687462, -0.35659319162368774, 0.1901116967201233, -0.06852354109287262, -0.1401544213294983, 0.37114161252975464, 0.11899922043085098, 0.2407044619321823, -0.41155850887298584, 0.06896045058965683, -0.0337158739566803, 0.31740477681159973, 0.39967697858810425, -0.17804138362407684, 0.04378002882003784, -0.28953084349632263, 0.5244117975234985, -0.04089954495429993, 0.1385231912136078, 0.2593654990196228, -0.32407426834106445, 0.30910220742225647, 0.5687851905822754, 0.18684038519859314, 0.08235827088356018, -0.17319808900356293]",5,2,-1,5
caramelize,"[0.33857461810112, 0.4179783761501312, -0.2744940221309662, 0.14288797974586487, -0.05941150337457657, -0.3275271952152252, -0.24452732503414154, 0.1592487096786499, 0.2702586054801941, -0.049120914191007614, -0.2520763576030731, 0.30591973662376404, 0.5394741892814636, 0.4530058205127716, -0.1532941609621048, -0.2775946855545044, -0.1887897253036499, -0.385574609041214, -0.36058905720710754, -0.11026158928871155, 0.28431153297424316, -0.11852800846099854, -0.4292275607585907, -0.5034310817718506, 0.4735860824584961, 0.3780883252620697, -0.38445591926574707, -0.30798181891441345, -0.2454095333814621, 0.309007465839386, 0.2156408280134201, -0.366085410118103, -0.32985082268714905, 0.4116204082965851, -0.5638111233711243, 0.13053664565086365, -0.028510387986898422, 0.05016300454735756, 0.2213684618473053, -0.3984503149986267, -0.19602647423744202, -0.08854863047599792, 0.5383132696151733, 0.26518353819847107, -0.8974627256393433, 0.6533383131027222, 0.2525371015071869, -0.369491845369339, -0.3746369779109955, -0.35914599895477295, 0.45081833004951477, -0.39198413491249084, -0.10264628380537033, 0.25255733728408813, -0.11327026784420013, 0.5257895588874817, 0.11309496313333511, 0.10598970949649811, 0.08869291096925735, -0.4345773458480835, 0.009288701228797436, 0.08383585512638092, 0.11753223836421967, -0.21730828285217285, -0.6268972158432007, -0.11921466886997223, 0.11363977193832397, 0.0813772901892662, -0.019663691520690918, 0.19703523814678192, -0.6292425990104675, 0.4488462209701538, 0.22411079704761505, -0.012055288068950176, 0.23943914473056793, -0.6416355967521667, 0.14477968215942383, -0.3123069703578949, -0.29461535811424255, 0.2884244918823242, 0.3532213568687439, 0.4383334219455719, -0.3225889205932617, 0.33157145977020264, 0.24566344916820526, -0.24442045390605927, -0.005749112460762262, -0.1596577763557434, -0.49567657709121704, -0.19752217829227448, -0.17735934257507324, -0.5481165647506714, -0.36511895060539246, -0.07745219767093658, 0.03859158977866173, 0.320085734128952, 0.4804355204105377, 0.5119841694831848, 0.1131373792886734, 0.30402523279190063]",1,0,-1,1
